text_id,text_kr,text_en,text_vi,text_ms,text_pt,text_es,annotation
5000033,마신 자의 모든 털이 빠지는 포션.\n머리카락 한 올도 남기지 않는다.,A potion that sheds all the hair of the drinker.\nNot a single strand of hair is left behind.,Một lọ thuốc làm rụng hết tóc của người uống.\nKhông một sợi tóc nào bị bỏ lại.,Ramuan yang menumpahkan semua rambut peminum.\nTidak ada sehelai rambut yang tertinggal.,Uma poção que solta todo o cabelo do bebedor.\nNenhum fio de cabelo é deixado para trás.,Una poción que desprende todo el pelo del bebedor.\nNo queda ni un pelo.,
5000034,마시면 움직일때마다 고양이 방울 소리가 난다.,"When you drink it, it makes the sound of cat bells every time it moves.","Khi bạn uống nó, nó tạo ra âm thanh của chuông mèo mỗi khi nó di chuyển.","Apabila anda meminumnya, ia mengeluarkan bunyi loceng kucing setiap kali ia bergerak.","Quando você bebe, ele faz o som de sinos de gato toda vez que se move.","Cuando lo bebes, hace el sonido de las campanas de los gatos cada vez que se mueve.",
5000035,가공에 실패한 주황색 토파즈로 만든 포션.,A potion made from orange topaz that failed to be processed.,Một lọ thuốc làm từ topaz cam không được xử lý.,Ramuan yang diperbuat daripada topaz oren yang gagal diproses.,Uma poção feita de topázio laranja que não foi processada.,Una poción hecha de topacio naranja que no pudo ser procesada.,
5000036,가공에 실패한 플루라이트를 담아 만든 포션.,A potion made with flulite that has failed to be processed.,Một lọ thuốc được làm bằng flulite đã không được xử lý.,Ramuan yang dibuat dengan flulite yang gagal diproses.,Uma poção feita com flulite que não foi processada.,Una poción hecha con flulita que no ha podido ser procesada.,
5000037,가공에 실패한 루비를 담아 만든 포션.,A potion made with rubies that have failed to be processed.,Một lọ thuốc được làm bằng hồng ngọc đã không được xử lý.,Ramuan yang dibuat dengan delima yang gagal diproses.,Uma poção feita com rubis que não foram processados.,Una poción hecha con rubíes que no han podido ser procesados.,
5000038,가공에 실패한 사파이어를 담아 만든 포션.,A potion made from sapphires that have failed to be processed.,Một lọ thuốc làm từ sapphire đã không được xử lý.,Ramuan yang diperbuat daripada nilam yang gagal diproses.,Uma poção feita de safiras que não foram processadas.,Una poción hecha de zafiros que no han podido ser procesados.,
5000039,입 속에서 톡톡 터지는 맛이 최고인 포션.\n탄산과는 다른 맛이다.,This potion has the best flavor in your mouth.\nIt tastes different from carbonic acid.,Một lọ thuốc có hương vị tốt nhất bật ra trong miệng của bạn. \ nNó có vị khác với axit carbonic.,Ramuan yang mempunyai rasa terbaik yang muncul di dalam mulut anda.\nRasanya berbeza daripada asid karbonik.,Uma poção que tem o melhor sabor que aparece na boca.\nTem um gosto diferente do ácido carbônico.,Una poción que tiene el mejor sabor que se te lleva a la boca.\nTiene un sabor diferente al ácido carbónico.,
5000040,"마시는 즉시 힘이 나고, 체력이 회복된다.","As soon as you drink it, you will feel energized and your physical strength will be restored.","Ngay khi bạn uống nó, bạn sẽ cảm thấy tràn đầy năng lượng và sức mạnh thể chất của bạn sẽ được phục hồi.","Sebaik sahaja anda meminumnya, anda akan berasa bertenaga dan kekuatan fizikal anda akan dipulihkan.","Assim que você beber, você se sentirá energizado e sua força física será restaurada.","Tan pronto como lo bebas, te sentirás con energía y tu fuerza física se restaurará.",
5000041,지금까지 어떤 맛이 나는지 말을 해준 사람이 없다.,"So far, no one has told me what it tastes like.","Cho đến nay, không ai nói cho tôi biết nó có vị như thế nào.","Setakat ini, tiada siapa yang memberitahu saya rasanya.","Até agora, ninguém me disse qual é o gosto.","Hasta ahora, nadie me ha dicho a qué sabe.",
5000042,어떤 일이 벌어질지 모르는 포션.\n어째서인지 좋다고 말한 사람만 살아있다.,"You don't know what's going to happen.\nFor some reason, only those who said it was good are alive.","Bạn không biết điều gì sẽ xảy ra.\n Vì một số lý do, chỉ có những người nói có là còn sống.","Anda tidak tahu apa yang akan berlaku.\nAtas sebab tertentu, hanya mereka yang mengatakan ya yang masih hidup.","Você não sabe o que vai acontecer.\nPor alguma razão, apenas aqueles que disseram sim estão vivos.","No sabes lo que va a pasar.\nPor alguna razón, solo los que dijeron que sí están vivos.",
5000043,서쪽 끓는 늪지대에서 가져온 포션.\n특수한 병에 보관이 가능하다.,Potion from the Western Boiling Swamp.\nIt can be stored in a special bottle.,Thuốc từ đầm lầy sôi phương Tây.\nCó thể được lưu trữ trong một chai đặc biệt.,Ramuan dari Paya Mendidih Barat.\nBoleh disimpan dalam botol khas.,Poção do Pântano Fervente Ocidental.\nPode ser armazenada em uma garrafa especial.,Poción del Pantano Hirviente del Oeste.\nSe puede almacenar en una botella especial.,
5000044,타락한 여왕 거미의 피가 담긴 포션.,A potion containing the blood of the Fallen Queen Spider.,Một lọ thuốc chứa máu của Nhện Nữ hoàng sa ngã.,Ramuan yang mengandungi darah Labah-labah Ratu Jatuh.,Uma poção contendo o sangue da Aranha Rainha Caída.,Una poción que contiene la sangre de la Araña Reina Caída.,
5000045,하급 뱀파이어의 피로 만든 포션.,A potion made from the blood of lesser vampires.,Một lọ thuốc làm từ máu của ma cà rồng nhỏ hơn.,Ramuan yang diperbuat daripada darah vampire yang lebih rendah.,Uma poção feita com o sangue de vampiros menores.,Una poción hecha con la sangre de vampiros menores.,
5000046,달콤한 꿈을 꾸게해주는 포션.\n너무 많이 마시면 깨어나지 못할 수도 있다.,"A potion that makes you dream sweet dreams.\nIf you drink too much, you may not be able to wake up.","Một lọ thuốc gây ra những giấc mơ ngọt ngào.\nNếu bạn uống quá nhiều, bạn có thể không thể thức dậy.","Ramuan yang menimbulkan mimpi manis.\nJika anda minum terlalu banyak, anda mungkin tidak dapat bangun.","Uma poção que induz bons sonhos.\nSe você beber demais, pode não conseguir acordar.","Una poción que induce dulces sueños.\nSi bebes demasiado, es posible que no puedas despertarte.",
5000047,마시고 제일 처음 본 대상에게 사랑에 빠진다.,Drink and fall in love with the first person you see.,Uống và yêu người đầu tiên bạn nhìn thấy.,Minum dan jatuh cinta dengan orang pertama yang anda lihat.,Beba e apaixone-se pela primeira pessoa que você vê.,Bebe y enamórate de la primera persona que veas.,
5000048,마시고 제일 처음 본 대상을 싫어하게 된다.,You start to hate the first thing you see.,Bạn bắt đầu ghét điều đầu tiên bạn nhìn thấy.,Anda mula membenci perkara pertama yang anda lihat.,Você começa a odiar a primeira coisa que vê.,Empiezas a odiar lo primero que ves.,
5000049,투명화 상태의 대상을 볼 수 있게된다.,You will be able to see the object in the invisibility state.,Bạn sẽ có thể nhìn thấy đối tượng ở trạng thái tàng hình.,Anda akan dapat melihat objek dalam keadaan halimunan.,Você poderá ver o objeto no estado de invisibilidade.,Podrá ver el objeto en el estado de invisibilidad.,
5000050,물 속에서 숨을 쉴 수 있게 해주는 물약.,A potion that allows you to breathe underwater.,Một lọ thuốc cho phép bạn thở dưới nước.,Ramuan yang membolehkan anda bernafas di bawah air.,Uma poção que permite respirar debaixo d'água.,Una poción que te permite respirar bajo el agua.,
5000051,물 속에서 더 오랫동안 숨을 쉴 수 있게 해주는 물약.,A potion that allows you to breathe longer underwater.,Một lọ thuốc cho phép bạn thở lâu hơn dưới nước.,Ramuan yang membolehkan anda bernafas lebih lama di bawah air.,Uma poção que permite respirar mais tempo debaixo d'água.,Una poción que te permite respirar más tiempo bajo el agua.,
5000052,※주의: 복용 금지※\n마개를 열고 방에 두면 기분이 상쾌해지는 물약.,*Caution: Do not take*\nThis potion will make you feel refreshed if you open the stopper and leave it in your room.,*Chú ý: Không dùng *\nThuốc này sẽ khiến bạn cảm thấy sảng khoái nếu bạn mở nút chặn và để nó trong phòng.,*Awas: Jangan ambil*\nRamuan ini akan membuatkan anda berasa segar jika anda membuka penyumbat dan meninggalkannya di dalam bilik anda.,*Cuidado: Não tome*\nEsta poção fará você se sentir revigorado se abrir a rolha e deixá-la em seu quarto.,*Precaución: No tome*\nEsta poción te hará sentir renovado si abres el tapón y lo dejas en tu habitación.,
5000053,원시 부족이 전투를 나가기 전에 마신 물약.\n특별한 효과는 없다.,A potion that the primitive tribes drank before going into battle.\nThere are no special effects.,Một lọ thuốc mà bộ lạc nguyên thủy đã uống trước khi ra trận.\nKhông có tác dụng đặc biệt.,Ramuan yang diminum oleh suku primitif sebelum berperang.\nTiada kesan khas.,Uma poção que a tribo primitiva bebia antes de ir para a batalha.\nSem efeito especial.,Una poción que la tribu primitiva bebía antes de ir a la batalla.\nSin efecto especial.,
5000054,입이 마를 때 마시면 좋은 포션.\n상큼한 맛으로 침이 줄줄 흐른다.,A great potion to drink when your mouth is dry.\nThe refreshing taste makes you salivate.,Một lọ thuốc tuyệt vời để uống khi miệng bạn khô. \ nNó có một hương vị sảng khoái khiến bạn chảy nước miếng.,Ramuan yang bagus untuk diminum apabila mulut anda kering.\nIa mempunyai rasa yang menyegarkan yang membuatkan anda mengeluarkan air liur.,Uma ótima poção para beber quando sua boca está seca.\nTem um sabor refrescante que faz você salivar.,Una gran poción para beber cuando la boca está seca.\nTiene un sabor refrescante que te hace salivar.,
5000055,개구리와 물고기를 합친 이상한 생김새를 한 생물의 알이다.,It is the egg of a creature with a strange appearance that is a combination of a frog and a fish.,Đó là trứng của một sinh vật có ngoại hình kỳ lạ là sự kết hợp giữa ếch và cá.,Ia adalah telur makhluk dengan rupa pelik yang merupakan gabungan katak dan ikan.,É o ovo de uma criatura com uma aparência estranha que é uma combinação de um sapo e um peixe.,Es el huevo de una criatura con una apariencia extraña que es una combinación de una rana y un pez.,
5000056,밤에 빛나는 포션.\n들어있는 액체가 다 달면 터질 수 있으니 주의가 필요하다.,"A potion that glows at night.\nIf the liquid in it is exhausted, it may burst, so be careful.","Một lọ thuốc phát sáng vào ban đêm.\nNếu chất lỏng trong đó hết, nó có thể vỡ, vì vậy hãy cẩn thận.","Ramuan yang bersinar pada waktu malam.\nJika cecair di dalamnya kehabisan, ia boleh pecah, jadi berhati-hati.","Uma poção que brilha à noite.\nSe o líquido acabar, pode estourar, então tome cuidado.","Una poción que brilla por la noche.\nSi el líquido que contiene se agota, puede reventar, así que ten cuidado.",
5000057,"알고 싶은 대상의 일부를 포션에 넣고 마시면 과거 5년, 미래 5년을 알게 해주는 포션.","If you put a part of the object you want to know in a potion and drink it, you will know about the past 5 years and the future 5 years.","Nếu bạn đặt một phần của vật thể bạn muốn biết vào một lọ thuốc và uống nó, bạn sẽ biết về 5 năm qua và 5 năm tương lai.","Jika anda meletakkan sebahagian daripada objek yang anda ingin tahu dalam ramuan dan meminumnya, anda akan tahu tentang 5 tahun yang lalu dan 5 tahun yang akan datang.","Se você colocar uma parte do objeto que deseja conhecer em uma poção e beber, saberá sobre os últimos 5 anos e os próximos 5 anos.","Si pones una parte del objeto que quieres conocer en una poción y la bebes, sabrás sobre los últimos 5 años y los próximos 5 años.",
5000058,지하 발광 버섯을 키우는 샘물.\n이 샘물로 인해 일반 버섯이 발광 버섯으로 자란다.,"Spring water that grows underground luminescent mushrooms.\nDue to this spring water, ordinary mushrooms grow into luminescent mushrooms.",Nước suối nuôi dưỡng nấm phát quang dưới lòng đất.\n Nước suối này làm cho nấm bình thường phát triển thành nấm phát quang.,Mata air yang memupuk cendawan bercahaya bawah tanah.\nMata air ini menyebabkan cendawan biasa tumbuh menjadi cendawan bercahaya.,Água de nascente que nutre cogumelos luminescentes subterrâneos.\nEsta água de nascente faz com que cogumelos comuns se transformem em cogumelos luminescentes.,Agua de manantial que nutre los hongos luminiscentes subterráneos.\nEsta agua de manantial hace que los hongos ordinarios se conviertan en hongos luminiscentes.,
5000059,마녀의 집 근처 우물에서 퍼온 물.\n다른 약효를 증가 시킨다.,"Water from a well near the witch's house, which increases the efficacy of other medicines.",Nước từ một cái giếng gần nhà phù thủy.\nTăng các đặc tính dược liệu khác.,Air dari telaga berhampiran rumah ahli sihir.\nMeningkatkan khasiat perubatan lain.,Água de um poço perto da casa da bruxa.\nAumenta outras propriedades medicinais.,Agua de un pozo cerca de la casa de la bruja.\nAumenta otras propiedades medicinales.,
5000060,더 이상 아무도 찾지 않는 성당 안에 방치된 성수로 만든 포션.,A potion made of holy water that has been left unattended in a church that no one visits anymore.,Một lọ thuốc làm từ nước thánh đã bị bỏ mặc trong một nhà thờ mà không ai đến thăm nữa.,Ramuan yang diperbuat daripada air suci yang telah ditinggalkan tanpa pengawasan di sebuah gereja yang tidak dilawati oleh siapa pun lagi.,Uma poção feita de água benta que foi deixada sem vigilância em uma igreja que ninguém mais visita.,Una poción hecha de agua bendita que se ha dejado desatendida en una iglesia que ya nadie visita.,
5000061,주변 액체를 용암으로 만드는 용암석이 들어있는 포션.,A potion containing lava rocks that turn the surrounding liquid into lava.,Một lọ thuốc chứa đá nham thạch biến chất lỏng xung quanh thành dung nham.,Ramuan yang mengandungi batu lava yang menukar cecair di sekelilingnya menjadi lava.,Uma poção contendo rochas de lava que transformam o líquido circundante em lava.,Una poción que contiene rocas de lava que convierten el líquido circundante en lava.,
5000062,엘프 마을에 출입이 허락된 자에게 지급되는 포션.,A potion given to those who are allowed to enter the elven village.,Một lọ thuốc được trao cho những người được phép vào làng elf.,Ramuan yang diberikan kepada mereka yang dibenarkan memasuki kampung bunian.,Uma poção dada àqueles que têm permissão para entrar na aldeia élfica.,Una poción que se da a aquellos a los que se les permite entrar en la aldea de los elfos.,
5000063,오랜시간 아름다움을 유지시켜주는 포션.,A potion that keeps you beautiful for a long time.,Một lọ thuốc giúp bạn đẹp trong một thời gian dài.,Ramuan yang membuatkan anda cantik untuk masa yang lama.,Uma poção que te mantém bonita por muito tempo.,Una poción que te mantiene bella durante mucho tiempo.,
5000064,어둠 속에서 사냥하는데 도움을 주는 포션.,A potion that helps you hunt in the dark.,Một lọ thuốc giúp bạn săn bắn trong bóng tối.,Ramuan yang membantu anda memburu dalam gelap.,Uma poção que ajuda você a caçar no escuro.,Una poción que te ayuda a cazar en la oscuridad.,
5000065,영유아용 장난감 포션.\n화려하지만 마셔도 안전하다.,"Toy potions for babies and toddlers.\nIt's gorgeous, but it's safe to drink.","Thuốc đồ chơi cho trẻ sơ sinh và trẻ mới biết đi. \ nNó tuyệt đẹp, nhưng nó an toàn để uống.","Ramuan mainan untuk bayi dan kanak-kanak.\nIa cantik, tetapi selamat untuk diminum.","Poções de brinquedo para bebês e crianças pequenas.\nÉ lindo, mas é seguro para beber.","Pociones de juguete para bebés y niños pequeños.\nEs precioso, pero es seguro beberlo.",
5000066,영유아용 장난감 포션.\n화려하지만 마셔도 안전하다.,"Toy potions for babies and toddlers.\nIt's gorgeous, but it's safe to drink.","Thuốc đồ chơi cho trẻ sơ sinh và trẻ mới biết đi. \ nNó tuyệt đẹp, nhưng nó an toàn để uống.","Ramuan mainan untuk bayi dan kanak-kanak.\nIa cantik, tetapi selamat untuk diminum.","Poções de brinquedo para bebês e crianças pequenas.\nÉ lindo, mas é seguro para beber.","Pociones de juguete para bebés y niños pequeños.\nEs precioso, pero es seguro beberlo.",
5000067,전기 속성을 올려주는 포션.,A potion that boosts electric properties.,Một lọ thuốc làm tăng tính chất điện.,Ramuan yang meningkatkan sifat elektrik.,Uma poção que aumenta as propriedades elétricas.,Una poción que potencia las propiedades eléctricas.,
5000068,넓은 바다를 건너기 전에 마시면 건강에 도움이 되는 포션.,A potion that can be drunk before crossing the open sea to provide health benefits.,Một lọ thuốc có thể được uống trước khi vượt biển khơi để mang lại lợi ích sức khỏe.,Ramuan yang boleh diminum sebelum menyeberangi laut terbuka untuk memberikan manfaat kesihatan.,Uma poção que pode ser bebida antes de cruzar o mar aberto para proporcionar benefícios à saúde.,Una pócima que se puede beber antes de cruzar mar abierto para proporcionar beneficios para la salud.,
5000069,고대 마법 글자가 담긴 포션.,A potion with ancient magic inscriptions.,Một lọ thuốc với những dòng chữ ma thuật cổ xưa.,Ramuan dengan inskripsi sihir kuno.,Uma poção com inscrições mágicas antigas.,Una poción con antiguas inscripciones mágicas.,
5000070,밤하늘의 별을 보고 방향을 찾기 위한 포션.,Potion for looking at the stars in the night sky and finding directions.,Potion để nhìn vào các ngôi sao trên bầu trời đêm và tìm hướng.,Ramuan untuk melihat bintang di langit malam dan mencari arah.,Poção para olhar as estrelas no céu noturno e encontrar direções.,Poción para mirar las estrellas en el cielo nocturno y encontrar direcciones.,
5000071,천사 가엘이 흘린 눈물을 담은 포션. 악한자가 마시면 선해진다.,"A potion containing the tears of the angel Gael.\nWhen the wicked drink, they become good.","Một lọ thuốc chứa nước mắt của thiên thần Gael. Khi kẻ ác uống, họ trở nên tốt lành.","Ramuan yang mengandungi air mata malaikat Gael. Apabila orang jahat minum, mereka menjadi baik.","Uma poção contendo as lágrimas do anjo Gael. Quando os ímpios bebem, eles se tornam bons.","Una poción que contiene las lágrimas del ángel Gael. Cuando los malvados beben, se vuelven buenos.",
5000072,냉기 속성을 올려주는 포션.,A potion that increases the Frost element.,Một lọ thuốc làm tăng yếu tố Frost.,Ramuan yang meningkatkan unsur Frost.,Uma poção que aumenta o elemento Frost.,Una poción que aumenta el elemento Escarcha.,
5000073,얼음 성을 만들 수 있을 정도로 냉기를 자유롭게 조종 가능하다.,You can freely control the cold to the extent that you can create an ice castle.,Bạn có thể tự do kiểm soát cái lạnh đến mức có thể tạo ra một lâu đài băng.,Anda boleh mengawal kesejukan secara bebas sehingga anda boleh membuat istana ais.,Você pode controlar livremente o frio na medida em que pode criar um castelo de gelo.,Puedes controlar libremente el frío hasta el punto de crear un castillo de hielo.,
5000074,서쪽 사막지대에 살고 있는 거대 사슴벌레로 만든 포션.,A potion made from giant stag beetles that live in the western desert.,Một lọ thuốc làm từ bọ cánh cứng khổng lồ sống ở sa mạc phía tây.,Ramuan yang diperbuat daripada kumbang rusa gergasi yang hidup di padang pasir barat.,Uma poção feita de besouros gigantes que vivem no deserto ocidental.,Una poción hecha de escarabajos ciervos gigantes que viven en el desierto occidental.,
5000075,"드워프들이 효율적인 광산 일을 하기 위해 마시는 포션. 체력이 좋아지고, 좋은 광석이 어딨는지 쉽게 찾을 수 있다.","A potion that dwarves drink to do efficient mining work.\nYour health will improve, and you will be able to easily find good ores.","Một lọ thuốc mà người lùn uống để làm công việc khai thác hiệu quả. Sức khỏe của bạn sẽ được cải thiện, và bạn sẽ có thể dễ dàng tìm thấy quặng tốt.","Ramuan yang diminum oleh kerdil untuk melakukan kerja perlombongan yang cekap. Kesihatan anda akan bertambah baik, dan anda akan dapat mencari bijih yang baik dengan mudah.",Uma poção que os anões bebem para fazer um trabalho de mineração eficiente. Sua saúde melhorará e você poderá encontrar facilmente bons minérios.,Una poción que beben los enanos para realizar un trabajo minero eficiente. Tu salud mejorará y podrás encontrar fácilmente buenos minerales.,
5000076,전기가 흐르는 웅덩이를 만들 수 있는 포션. 마시면 죽는다.,"A potion that can create a pool of electricity.\nIf you drink it, you die.","Một lọ thuốc có thể tạo ra một bể điện. Nếu bạn uống nó, bạn sẽ chết.","Ramuan yang boleh menghasilkan kolam elektrik. Jika anda meminumnya, anda mati.","Uma poção que pode criar uma poça de eletricidade. Se você beber, você morre.","Una poción que puede crear un charco de electricidad. Si lo bebes, te mueres.",
5000077,좋아하는 사람의 곁으로 순간이동 할 수 있다. 없다면 아무 일도 일어나지 않는다.,"You can teleport to the side of someone you like.\nIf not, nothing happens.","Bạn có thể dịch chuyển tức thời đến bên cạnh người bạn thích. Nếu không, không có gì xảy ra.","Anda boleh teleport ke sisi orang yang anda suka. Jika tidak, tiada apa yang berlaku.","Você pode se teletransportar para o lado da pessoa que você gosta. Se não, nada acontece.","Puedes teletransportarte al lado de la persona que te gusta. Si no, no pasa nada.",
5000078,하급 화염 드래곤의 피가 담긴 포션. 하급 드래곤의 피라도 굉장히 비싸다.,A potion containing the blood of a lesser fire dragon.\nEven the blood of a lesser dragon is very expensive.,Một lọ thuốc chứa máu của một con rồng lửa nhỏ hơn. Ngay cả máu của một con rồng nhỏ hơn cũng rất đắt.,Ramuan yang mengandungi darah naga api yang lebih rendah. Malah darah naga yang lebih rendah sangat mahal.,Uma poção contendo o sangue de um dragão de fogo menor. Até o sangue de um dragão menor é muito caro.,Una poción que contiene la sangre de un dragón de fuego menor. Incluso la sangre de un dragón menor es muy cara.,
5000079,"지금은 망한 어느 대부호의 과시용 포션. 특별한 능력은 없지만, 굉장히 좋아보인다.","A show-off potion of a now-ruined wealthy man.\nIt doesn't have any special abilities, but it looks really good.","Một lọ thuốc khoe khoang của một người đàn ông giàu có giờ đã bị hủy hoại. Nó không có bất kỳ khả năng đặc biệt nào, nhưng nó trông thực sự tốt.","Ramuan pamer seorang lelaki kaya yang kini musnah. Ia tidak mempunyai sebarang kebolehan istimewa, tetapi ia kelihatan sangat bagus.","Uma poção de exibição de um homem rico agora arruinado. Não tem nenhuma habilidade especial, mas parece muito bom.","Una poción de alarde de un hombre rico ahora arruinado. No tiene ninguna habilidad especial, pero se ve muy bien.",
5000080,화염 드래곤의 숨결을 담은 포션. 색상으로 봐서는 하급품이다.,"A potion containing the breath of the Flame Dragon.\nIn terms of color, it is inferior.","Một lọ thuốc chứa hơi thở của Rồng Lửa. Về màu sắc, nó kém hơn.","Ramuan yang mengandungi nafas Naga Api. Dari segi warna, ia lebih rendah.","Uma poção contendo o sopro do Dragão de Fogo. Em termos de cor, é inferior.","Una poción que contiene el aliento del Dragón de Llamas. En términos de color, es inferior.",
5000081,다 자라면 스스로 발화하는 화염초의 씨앗이 담긴 포션.,A potion containing the seeds of a fireweed that ignites itself when it matures.,Một lọ thuốc chứa hạt của một ngọn lửa tự bốc cháy khi nó trưởng thành.,Ramuan yang mengandungi biji rumpai api yang menyala sendiri apabila ia matang.,Uma poção contendo as sementes de uma erva-do-fogo que se inflama quando amadurece.,Una poción que contiene las semillas de una hierba de fuego que se enciende cuando madura.,
5000082,"만지면 화상을 입을 정도로 뜨겁지만, 절대로 끓지 않는 포션.","A potion that is hot enough to burn you to the touch, but never boils.","Một lọ thuốc đủ nóng để đốt cháy bạn khi chạm vào, nhưng không bao giờ sôi.","Ramuan yang cukup panas untuk membakar anda apabila disentuh, tetapi tidak pernah mendidih.","Uma poção que é quente o suficiente para queimá-lo ao toque, mas nunca ferve.","Una poción que es lo suficientemente caliente como para quemarte al tacto, pero nunca hierve.",
5000083,"만지면 동상을 입을 정도로 차갑지만, 절대로 얼지 않는 포션.","A potion that is cold enough to cause frostbite to the touch, but never freezes.","Một lọ thuốc đủ lạnh để gây tê cóng khi chạm vào, nhưng không bao giờ đóng băng.","Ramuan yang cukup sejuk untuk menyebabkan radang dingin apabila disentuh, tetapi tidak pernah membeku.","Uma poção que é fria o suficiente para causar queimaduras ao toque, mas nunca congela.","Una poción que es lo suficientemente fría como para causar congelación al tacto, pero nunca se congela.",
5000084,별빛을 담아두는 남쪽 호수를 담은 포션. 특별한 능력을 부여한다.,A potion of the southern lake that holds the starlight.\nGrants special abilities.,Một lọ thuốc của hồ phía nam chứa ánh sao. Cấp khả năng đặc biệt.,Ramuan tasik selatan yang memegang cahaya bintang. Memberikan kebolehan istimewa.,Uma poção do lago sul que contém a luz das estrelas. Concede habilidades especiais.,Una poción del lago del sur que contiene la luz de las estrellas. Otorga habilidades especiales.,
5000085,상급 뱀파이어의 피를 담은 포션.\n상당한 고급품이다.,A potion containing the blood of an advanced vampire.\nIt's quite a luxury item.,Một lọ thuốc chứa máu của một ma cà rồng cấp cao.\n Đây là một món đồ khá xa xỉ.,Ramuan yang mengandungi darah vampire berpangkat tinggi.\nIni adalah barang yang agak mewah.,Uma poção contendo o sangue de um vampiro de alto escalão.\nEste é um item de luxo.,Una poción que contiene la sangre de un vampiro de alto rango.\nEste es un artículo bastante lujoso.,
5000086,뱀파이어 로드의 피를 담은 포션.\n이 한 병으로 도시를 살 수 있다.,A potion containing the blood of the Vampire Lord.\nYou can buy a city with this one bottle.,Một lọ thuốc chứa máu của Chúa tể Ma cà rồng.\nBạn có thể mua một thành phố với một cái chai.,Ramuan yang mengandungi darah Tuan Vampire.\nAnda boleh membeli sebuah bandar dengan botol.,Uma poção contendo o sangue do Lorde Vampiro.\nVocê pode comprar uma cidade com uma garrafa.,Una poción que contiene la sangre del Señor de los Vampiros.\nPuedes comprar una ciudad con una botella.,
5000087,새콤한 맛이 나는 마룸 열매로 만든 포션.\n여성들에게 인기가 좋다.,A potion made from marrum berries with a sour taste.\nIt is popular with women.,Một lọ thuốc làm từ quả marum có vị chua.\nPhổ biến với phụ nữ.,Ramuan yang diperbuat daripada beri marum yang mempunyai rasa masam.\nPopular di kalangan wanita.,Uma poção feita de bagas de marum que tem um sabor azedo.\nPopular entre as mulheres.,Una poción hecha de bayas de marum que tiene un sabor agrio.\nPopular entre las mujeres.,
5000088,진한 단 맛이 나는 히소 열매로 만든 포션.\n여성들에게 인기가 좋다.,A potion made from Hiso berries with a rich sweet taste.\nIt is popular with women.,Một lọ thuốc làm từ quả Hiso với vị ngọt đậm đà.\nPhổ biến với phụ nữ.,Ramuan yang diperbuat daripada buah Hiso dengan rasa manis yang kaya.\nPopular di kalangan wanita.,Uma poção feita de bagas de Hiso com um sabor rico e doce.\nPopular entre as mulheres.,Una poción hecha de bayas de Hiso con un rico sabor dulce.\nPopular entre las mujeres.,
5000089,새콤달콤한 맛이 나는 플룸 열매로 만든 포션.\n남녀노소 인기가 좋다.,A potion made from plume berries that taste sweet and sour.\nIt is popular with young and old.,Một lọ thuốc làm từ quả mọng có vị chua ngọt.\nPhổ biến với mọi người ở mọi lứa tuổi.,Ramuan yang diperbuat daripada buah beri bulu yang rasanya manis dan masam.\nPopular di kalangan semua peringkat umur.,Uma poção feita de bagas de plumas que têm um sabor doce e azedo.\nPopular entre pessoas de todas as idades.,Una poción hecha de bayas de penacho que tienen un sabor agridulce.\nPopular entre personas de todas las edades.,
5000090,플룸 열매 포션과 색상이 비슷하지만 맹독 포션이다.,"It is similar in color to the Plume Fruit Potion, but it is a poisonous potion.","Nó có màu tương tự như Plume Fruit Potion, nhưng nó là một lọ thuốc độc.","Warnanya serupa dengan Ramuan Buah Plume, tetapi ia adalah ramuan beracun.","É semelhante em cor à Poção da Fruta da Pluma, mas é uma poção venenosa.","Es similar en color a la poción de frutas Plume, pero es una poción venenosa.",
5000091,톡톡 쏘는 단 맛이 일품인 라디아로 만든 포션.,"A potion made from radia, which has a tangy sweet taste.","Một lọ thuốc làm từ radia, có vị ngọt ngào.","Ramuan yang diperbuat daripada radia, yang mempunyai rasa manis yang masam.","Uma poção feita de radia, que tem um sabor doce e picante.","Una poción hecha de radia, que tiene un sabor dulce y ácido.",
5000092,정제된 물로 만들어진 탄산 포션이다.,It is a carbonated potion made from purified water.,Nó là một lọ thuốc có ga được làm từ nước tinh khiết.,Ia adalah ramuan berkarbonat yang diperbuat daripada air tulen.,É uma poção carbonatada feita de água purificada.,Es una poción carbonatada hecha de agua purificada.,
5000093,길드에서 마룸 열매와 탄산을 섞어 만든 포션.\n모험을 떠나기 전 챙겨두면 좋다.,A potion made from a mixture of marum berries and carbonic acid from the guild.\nIt's a good idea to take care of it before you go on an adventure.,Một lọ thuốc được làm từ hỗn hợp quả marum và axit carbonic từ guild. \ nĐó là một ý tưởng tốt để có nó trước khi bạn đi vào một cuộc phiêu lưu.,Ramuan yang diperbuat daripada campuran beri marum dan asid karbonik dari persatuan.\nAdalah idea yang baik untuk memilikinya sebelum anda melakukan pengembaraan.,Uma poção feita de uma mistura de bagas de marum e ácido carbônico da guilda.\nÉ uma boa ideia tomá-la antes de partir para uma aventura.,Una poción hecha de una mezcla de bayas de marum y ácido carbónico del gremio.\nEs una buena idea tomarla antes de emprender una aventura.,
